name_corrected,alpha_3,region,sub_region,rgbif.details_scientificName02,rgbif.details_canonicalName,rgbif.details_authorship,rgbif.details_family,rgbif.details_genus,TPL_family,TPL_genus,TPL_status,TPL_names,TPL_names.withAuthors,TPL_tip.label,rgbif.tip.label,rgbif.details_speciesKey,isInvasive,GRIIS.scientificName,GRIIS.reportedTaxon,GRIIS.reportedTaxon_rgbif_corrected,GRIIS.habitats,GRIIS.recordIDs
China,CHN,Asia,Eastern Asia,Flaveria bidentis (L.) Kuntze,Flaveria bidentis,(L.) Kuntze,Asteraceae,Flaveria,Compositae,Flaveria,Accepted,Flaveria bidentis,Flaveria bidentis (L.) Kuntze,Flaveria_bidentis,Flaveria_bidentis,3086861,INVASIVE,Flaveria bidentis (L.) Kuntze,Flaveria bidentis (L.) Kuntze,Flaveria bidentis (L.) Kuntze,TERRESTRIAL,42034
China,CHN,Asia,Eastern Asia,Galinsoga parviflora Cav.,Galinsoga parviflora,Cav.,Asteraceae,Galinsoga,Compositae,Galinsoga,Accepted,Galinsoga parviflora,Galinsoga parviflora Cav.,Galinsoga_parviflora,Galinsoga_parviflora,3132570,INVASIVE,Galinsoga parviflora Cav.,Galinsoga parviflora Cav.,Galinsoga parviflora Cav.,TERRESTRIAL,42928
China,CHN,Asia,Eastern Asia,Galinsoga quadriradiata Ruiz & Pav.,Galinsoga quadriradiata,Ruiz & Pav.,Asteraceae,Galinsoga,Compositae,Galinsoga,Accepted,Galinsoga quadriradiata,Galinsoga quadriradiata Ruiz & Pav.,Galinsoga_quadriradiata,Galinsoga_quadriradiata,8298495,INVASIVE,Galinsoga quadriradiata Ruiz & Pav.,Galinsoga quadriradiata Ruiz & Pav.,Galinsoga quadriradiata Ruiz & Pav.,TERRESTRIAL,43015
China,CHN,Asia,Eastern Asia,Gypsophila vaccaria (L.) Sm.,Gypsophila vaccaria,(L.) Sm.,Caryophyllaceae,Gypsophila,Caryophyllaceae,Vaccaria,Accepted,Vaccaria hispanica,Vaccaria hispanica (Mill.) Rauschert,Vaccaria_hispanica,Gypsophila_vaccaria,8091998,INVASIVE,Vaccaria hispanica (Miller) Rauschert,Vaccaria segetalis Garke ex Asch.,Vaccaria segetalis Garke ex Asch.,TERRESTRIAL,98794
China,CHN,Asia,Eastern Asia,Herissantia crispa (L.) Brizicky,Herissantia crispa,(L.) Brizicky,Malvaceae,Herissantia,Malvaceae,Herissantia,Accepted,Herissantia crispa,Herissantia crispa (L.) Brizicky,Herissantia_crispa,Herissantia_crispa,3152514,INVASIVE,Herissantia crispa (L.) Brizicky,Herissantia crispa (L.) Brizicky,Herissantia crispa (L.) Brizicky,TERRESTRIAL,46987
China,CHN,Asia,Eastern Asia,Hexasepalum teres (Walter) J.H.Kirkbr.,Hexasepalum teres,(Walter) J.H.Kirkbr.,Rubiaceae,Hexasepalum,NA,NA,NA,Hexasepalum teres,Hexasepalum teres,Hexasepalum_teres,Hexasepalum_teres,8183608,INVASIVE,Hexasepalum teres (Walter) J.H.Kirkbr.,Diodia teres Walter,Diodia teres Walter,TERRESTRIAL,34337
China,CHN,Asia,Eastern Asia,Hibiscus trionum L.,Hibiscus trionum,L.,Malvaceae,Hibiscus,Malvaceae,Hibiscus,Accepted,Hibiscus trionum,Hibiscus trionum L.,Hibiscus_trionum,Hibiscus_trionum,3152560,INVASIVE,Hibiscus trionum L.,Hibiscus trionum L.,Hibiscus trionum L.,TERRESTRIAL,47455
China,CHN,Asia,Eastern Asia,Hordeum jubatum L.,Hordeum jubatum,L.,Poaceae,Hordeum,Poaceae,Hordeum,Accepted,Hordeum jubatum,Hordeum jubatum L.,Hordeum_jubatum,Hordeum_jubatum,2706052,INVASIVE,Hordeum jubatum L.,Hordeum jubatum L.,Hordeum jubatum L.,TERRESTRIAL,47902
China,CHN,Asia,Eastern Asia,Hydrocotyle verticillata Thunb.,Hydrocotyle verticillata,Thunb.,Araliaceae,Hydrocotyle,Araliaceae,Hydrocotyle,Accepted,Hydrocotyle verticillata,Hydrocotyle verticillata Thunb.,Hydrocotyle_verticillata,Hydrocotyle_verticillata,3034602,INVASIVE,Hydrocotyle verticillata Thunb.,Hydrocotyle verticillata Thunb.,Hydrocotyle verticillata Thunb.,TERRESTRIAL|FRESHWATER,48376
China,CHN,Asia,Eastern Asia,Hyptis brevipes Poit.,Hyptis brevipes,Poit.,Lamiaceae,Hyptis,Lamiaceae,Hyptis,Accepted,Hyptis brevipes,Hyptis brevipes Poit.,Hyptis_brevipes,Hyptis_brevipes,7306536,INVASIVE,Hyptis brevipes Poit.,Hyptis brevipes Poit.,Hyptis brevipes Poit.,TERRESTRIAL,49189
China,CHN,Asia,Eastern Asia,Hyptis capitata Jacq.,Hyptis capitata,Jacq.,Lamiaceae,Hyptis,Lamiaceae,Hyptis,Accepted,Hyptis capitata,Hyptis capitata Jacq.,Hyptis_capitata,Hyptis_capitata,2926815,INVASIVE,Hyptis capitata Jacq.,Hyptis rhomboidea M.Martens & Galeotti,Hyptis rhomboidea M.Martens & Galeotti,TERRESTRIAL,49243
China,CHN,Asia,Eastern Asia,Ipomoea cairica (L.) Sweet,Ipomoea cairica,(L.) Sweet,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea cairica,Ipomoea cairica (L.) Sweet,Ipomoea_cairica,Ipomoea_cairica,2928531,INVASIVE,Ipomoea cairica(L.) Sweet,Ipomoea cairica(L.) Sweet,Ipomoea cairica(L.) Sweet,TERRESTRIAL,50236
China,CHN,Asia,Eastern Asia,Ipomoea carnea Jacq.,Ipomoea carnea,Jacq.,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea carnea,Ipomoea carnea Jacq.,Ipomoea_carnea,Ipomoea_carnea,2928590,INVASIVE,Ipomoea carnea Jacq.,Ipomoea carnea Jacq.,Ipomoea carnea Jacq.,TERRESTRIAL,50243
China,CHN,Asia,Eastern Asia,Ipomoea hederacea Jacq.,Ipomoea hederacea,Jacq.,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea nil,Ipomoea nil (L.) Roth,Ipomoea_nil,Ipomoea_hederacea,2928538,INVASIVE,Ipomoea hederacea Jacq.,Ipomoea hederacea Jacq.,Ipomoea hederacea Jacq.,TERRESTRIAL,50309
China,CHN,Asia,Eastern Asia,Ipomoea lacunosa L.,Ipomoea lacunosa,L.,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea lacunosa,Ipomoea lacunosa L.,Ipomoea_lacunosa,Ipomoea_lacunosa,2928584,INVASIVE,Ipomoea lacunosa L.,Ipomoea lacunosa L.,Ipomoea lacunosa L.,TERRESTRIAL,50395
China,CHN,Asia,Eastern Asia,Ipomoea mauritiana Jacq.,Ipomoea mauritiana,Jacq.,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea mauritiana,Ipomoea mauritiana Jacq.,Ipomoea_mauritiana,Ipomoea_mauritiana,4927144,INVASIVE,Ipomoea mauritiana Jacq.,Ipomoea mauritiana Jacq.,Ipomoea mauritiana Jacq.,TERRESTRIAL,50408
China,CHN,Asia,Eastern Asia,Ipomoea nil (L.) Roth,Ipomoea nil,(L.) Roth,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea nil,Ipomoea nil (L.) Roth,Ipomoea_nil,Ipomoea_nil,2928534,INVASIVE,Ipomoea nil (L.) Roth,Ipomoea nil (L.) Roth,Ipomoea nil (L.) Roth,TERRESTRIAL,50418
China,CHN,Asia,Eastern Asia,Ipomoea purpurea (L.) Roth,Ipomoea purpurea,(L.) Roth,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea purpurea,Ipomoea purpurea (L.) Roth,Ipomoea_purpurea,Ipomoea_purpurea,2928576,INVASIVE,Ipomoea purpurea (L.) Roth,Ipomoea purpurea (L.) Roth,Ipomoea purpurea (L.) Roth,TERRESTRIAL,50476
China,CHN,Asia,Eastern Asia,Ipomoea triloba L.,Ipomoea triloba,L.,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea triloba,Ipomoea triloba L.,Ipomoea_triloba,Ipomoea_triloba,2928547,INVASIVE,Ipomoea triloba L.,Ipomoea triloba L.,Ipomoea triloba L.,TERRESTRIAL,50597
China,CHN,Asia,Eastern Asia,Jacquemontia tamnifolia (L.) Griseb.,Jacquemontia tamnifolia,(L.) Griseb.,Convolvulaceae,Jacquemontia,Convolvulaceae,Jacquemontia,Accepted,Jacquemontia tamnifolia,Jacquemontia tamnifolia (L.) Griseb.,Jacquemontia_tamnifolia,Jacquemontia_tamnifolia,5341725,INVASIVE,Jacquemontia tamnifolia (L.) Griseb.,Jacquemontia tamnifolia (L.) Griseb.,Jacquemontia tamnifolia (L.) Griseb.,TERRESTRIAL,51100
China,CHN,Asia,Eastern Asia,Lactuca serriola L.,Lactuca serriola,L.,Asteraceae,Lactuca,Compositae,Lactuca,Accepted,Lactuca serriola,Lactuca serriola L.,Lactuca_serriola,Lactuca_serriola,3140490,INVASIVE,Lactuca serriola L.,Lactuca serriola L.,Lactuca serriola L.,TERRESTRIAL,52428
China,CHN,Asia,Eastern Asia,Lantana camara L.,Lantana camara,L.,Verbenaceae,Lantana,Verbenaceae,Lantana,Accepted,Lantana camara,Lantana camara L.,Lantana_camara,Lantana_camara,2925303,INVASIVE,Lantana camara L.,Lantana camara L.,Lantana camara L.,TERRESTRIAL,52874
China,CHN,Asia,Eastern Asia,Lemna aequinoctialis Welw.,Lemna aequinoctialis,Welw.,Araceae,Lemna,Araceae,Lemna,Accepted,Lemna aequinoctialis,Lemna aequinoctialis Welw.,Lemna_aequinoctialis,Lemna_aequinoctialis,2867616,INVASIVE,Lemna aequinoctialis Welw.,Lemna trinervis Small,Lemna trinervis Small,FRESHWATER,53758
China,CHN,Asia,Eastern Asia,Lepidium campestre (L.) W.T.Aiton,Lepidium campestre,(L.) W.T.Aiton,Brassicaceae,Lepidium,Brassicaceae,Lepidium,Accepted,Lepidium campestre,Lepidium campestre (L.) R.Br.,Lepidium_campestre,Lepidium_campestre,7703116,INVASIVE,Lepidium campestre (L.) W.T.Aiton,Lepidium campestre (L.) W.T.Aiton,Lepidium campestre (L.) W.T.Aiton,TERRESTRIAL,53983
China,CHN,Asia,Eastern Asia,Lepidium didymum L.,Lepidium didymum,L.,Brassicaceae,Lepidium,Brassicaceae,Lepidium,Accepted,Lepidium didymum,Lepidium didymum L.,Lepidium_didymum,Lepidium_didymum,5377060,INVASIVE,Lepidium didymum L.,Lepidium didymum L.,Lepidium didymum L.,TERRESTRIAL,54031
China,CHN,Asia,Eastern Asia,Lepidium virginicum L.,Lepidium virginicum,L.,Brassicaceae,Lepidium,Brassicaceae,Lepidium,Accepted,Lepidium virginicum,Lepidium virginicum L.,Lepidium_virginicum,Lepidium_virginicum,5376648,INVASIVE,Lepidium virginicum L.,Lepidium virginicum L.,Lepidium virginicum L.,TERRESTRIAL,54228
China,CHN,Asia,Eastern Asia,Leucaena leucocephala (Lam.) de Wit,Leucaena leucocephala,(Lam.) de Wit,Fabaceae,Leucaena,Leguminosae,Leucaena,Accepted,Leucaena leucocephala,Leucaena leucocephala (Lam.) de Wit,Leucaena_leucocephala,Leucaena_leucocephala,2970418,INVASIVE,Leucaena leucocephala (Lam.) de Wit,Leucaena leucocephala (Lam.) de Wit,Leucaena leucocephala (Lam.) de Wit,TERRESTRIAL,54759
China,CHN,Asia,Eastern Asia,Leucanthemum vulgare Lam.,Leucanthemum vulgare,Lam.,Asteraceae,Leucanthemum,Compositae,Leucanthemum,Accepted,Leucanthemum vulgare,Leucanthemum vulgare (Vaill.) Lam.,Leucanthemum_vulgare,Leucanthemum_vulgare,8848598,INVASIVE,Leucanthemum vulgare Lam.,Leucanthemum vulgare Lam.,Leucanthemum vulgare Lam.,TERRESTRIAL,54908
China,CHN,Asia,Eastern Asia,Lolium persicum Boiss. & Hohen.,Lolium persicum,Boiss. & Hohen.,Poaceae,Lolium,Poaceae,Lolium,Accepted,Lolium persicum,Lolium persicum Boiss. & Hohen.,Lolium_persicum,Lolium_persicum,2706225,INVASIVE,Lolium persicum Boiss. & Hohen.,Lolium persicum Boiss. & Hohen.,Lolium persicum Boiss. & Hohen.,TERRESTRIAL,56343
China,CHN,Asia,Eastern Asia,Lolium temulentum L.,Lolium temulentum,L.,Poaceae,Lolium,Poaceae,Lolium,Accepted,Lolium temulentum,Lolium temulentum L.,Lolium_temulentum,Lolium_temulentum,2706242,INVASIVE,Lolium temulentum L.|Lolium temulentum var. longiaristatum,Lolium temulentum L.|Lolium temulentum var. arvense (With.) Bab.|Lolium temulentum var. longiaristatum,Lolium temulentum L.|Lolium temulentum var. arvense (With.) Bab.|Lolium temulentum var. longiaristatum,TERRESTRIAL,56390|56421|56422
China,CHN,Asia,Eastern Asia,Malvastrum coromandelianum (L.) Garcke,Malvastrum coromandelianum,(L.) Garcke,Malvaceae,Malvastrum,Malvaceae,Malvastrum,Accepted,Malvastrum coromandelianum,Malvastrum coromandelianum (L.) Garcke,Malvastrum_coromandelianum,Malvastrum_coromandelianum,3152268,INVASIVE,Malvastrum coromandelianum (L.) Garcke,Malvastrum coromandelianum (L.) Garcke,Malvastrum coromandelianum (L.) Garcke,TERRESTRIAL,58562
China,CHN,Asia,Eastern Asia,Mecardonia procumbens (Mill.) Small,Mecardonia procumbens,(Mill.) Small,Plantaginaceae,Mecardonia,Plantaginaceae,Mecardonia,Accepted,Mecardonia procumbens,Mecardonia procumbens (Mill.) Small,Mecardonia_procumbens,Mecardonia_procumbens,3172014,INVASIVE,Mevardonia procumbens (Mill.)Small,Mevardonia procumbens (Mill.)Small,Mevardonia procumbens (Mill.)Small,TERRESTRIAL,60901
China,CHN,Asia,Eastern Asia,Medicago sativa L.,Medicago sativa,L.,Fabaceae,Medicago,Leguminosae,Medicago,Accepted,Medicago sativa,Medicago sativa L.,Medicago_sativa,Medicago_sativa,9151957,INVASIVE,Medicago sativa L.,Medicago sativa L.,Medicago sativa L.,TERRESTRIAL,59368
China,CHN,Asia,Eastern Asia,Megathyrsus maximus (Jacq.) B.K.Simon & S.W.L.Jacobs,Megathyrsus maximus,(Jacq.) B.K.Simon & S.W.L.Jacobs,Poaceae,Megathyrsus,Poaceae,Panicum,Accepted,Panicum maximum,Panicum maximum Jacq.,Panicum_maximum,Megathyrsus_maximus,4108550,INVASIVE,Panicum maximum Jacq.,Panicum maximum Jacq.,Panicum maximum Jacq.,TERRESTRIAL,68858
China,CHN,Asia,Eastern Asia,Melinis repens (Willd.) Zizka,Melinis repens,(Willd.) Zizka,Poaceae,Melinis,Poaceae,Melinis,Accepted,Melinis repens,Melinis repens (Willd.) Zizka,Melinis_repens,Melinis_repens,2702504,INVASIVE,Melinis repens (Willd.) Zizka,Melinis repens (Willd.) Zizka,Melinis repens (Willd.) Zizka,TERRESTRIAL,60173
China,CHN,Asia,Eastern Asia,Mesosphaerum suaveolens (L.) Kuntze,Mesosphaerum suaveolens,(L.) Kuntze,Lamiaceae,Mesosphaerum,Lamiaceae,Hyptis,Accepted,Hyptis suaveolens,Hyptis suaveolens (L.) Poit.,Hyptis_suaveolens,Mesosphaerum_suaveolens,3889017,INVASIVE,Mesosphaerum suaveolens Kuntze,Hyptis suaveolens (L.) Poit.,Hyptis suaveolens (L.) Poit.,TERRESTRIAL,49262
China,CHN,Asia,Eastern Asia,Mikania micrantha Kunth,Mikania micrantha,Kunth,Asteraceae,Mikania,Compositae,Mikania,Accepted,Mikania micrantha,Mikania micrantha Kunth,Mikania_micrantha,Mikania_micrantha,5398421,INVASIVE,Mikania micrantha Kunth,Mikania micrantha Kunth,Mikania micrantha Kunth,TERRESTRIAL,61169
China,CHN,Asia,Eastern Asia,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,(DC.) Kuntze,Fabaceae,Mimosa,Leguminosae,Mimosa,Accepted,Mimosa bimucronata,Mimosa bimucronata (DC.) Kuntze,Mimosa_bimucronata,Mimosa_bimucronata,9217666,INVASIVE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata (DC.) Kuntze,TERRESTRIAL,61244
China,CHN,Asia,Eastern Asia,Mimosa invisa Mart. ex Colla,Mimosa invisa,Mart. ex Colla,Fabaceae,Mimosa,Leguminosae,Mimosa,Accepted,Mimosa invisa,Mimosa invisa Colla,Mimosa_invisa,Mimosa_invisa,2969353,INVASIVE,Mimosa invisa Colla,Mimosa invisa Colla,Mimosa invisa Colla,TERRESTRIAL,61300
China,CHN,Asia,Eastern Asia,Mimosa pudica L.,Mimosa pudica,L.,Fabaceae,Mimosa,Leguminosae,Mimosa,Accepted,Mimosa pudica,Mimosa pudica L.,Mimosa_pudica,Mimosa_pudica,2969284,INVASIVE,Mimosa pudica L.,Mimosa pudica L.,Mimosa pudica L.,TERRESTRIAL,61385
China,CHN,Asia,Eastern Asia,Mirabilis jalapa L.,Mirabilis jalapa,L.,Nyctaginaceae,Mirabilis,Nyctaginaceae,Mirabilis,Accepted,Mirabilis jalapa,Mirabilis jalapa L.,Mirabilis_jalapa,Mirabilis_jalapa,3086240,INVASIVE,Mirabilis jalapa L.,Mirabilis jalapa L.,Mirabilis jalapa L.,TERRESTRIAL,61552
China,CHN,Asia,Eastern Asia,Mitracarpus hirtus (L.) DC.,Mitracarpus hirtus,(L.) DC.,Rubiaceae,Mitracarpus,Rubiaceae,Mitracarpus,Accepted,Mitracarpus hirtus,Mitracarpus hirtus (L.) DC.,Mitracarpus_hirtus,Mitracarpus_hirtus,2912993,INVASIVE,Mitracarpus hirtus (L.) DC.,Mitracarpus hirtus (L.) DC.,Mitracarpus hirtus (L.) DC.,TERRESTRIAL,61709
China,CHN,Asia,Eastern Asia,Moorochloa eruciformis (Sm.) Veldkamp,Moorochloa eruciformis,(Sm.) Veldkamp,Poaceae,Moorochloa,Poaceae,Brachiaria,Accepted,Brachiaria eruciformis,Brachiaria eruciformis (Sm.) Griseb.,Brachiaria_eruciformis,Moorochloa_eruciformis,4155246,INVASIVE,Brachiaria eruciformis (Sm.) Griseb.,Brachiaria eruciformis (Sm.) Griseb.,Brachiaria eruciformis (Sm.) Griseb.,TERRESTRIAL,15372
China,CHN,Asia,Eastern Asia,Myriophyllum aquaticum (Vell.) Verdc.,Myriophyllum aquaticum,(Vell.) Verdc.,Haloragaceae,Myriophyllum,Haloragaceae,Myriophyllum,Accepted,Myriophyllum aquaticum,Myriophyllum aquaticum (Vell.) Verdc.,Myriophyllum_aquaticum,Myriophyllum_aquaticum,5361785,INVASIVE,Myriophyllum aquaticum Verdc.,Myriophyllum aquaticum Verdc.,Myriophyllum aquaticum Verdc.,FRESHWATER,63247
China,CHN,Asia,Eastern Asia,Nasturtium officinale R.Br.,Nasturtium officinale,R.Br.,Brassicaceae,Nasturtium,Brassicaceae,Nasturtium,Accepted,Nasturtium officinale,Nasturtium officinale R.Br.,Nasturtium_officinale,Nasturtium_officinale,7701037,INVASIVE,Nasturtium officinale W.T.Aiton,Nasturtium officinale W.T.Aiton,Nasturtium officinale W.T.Aiton,TERRESTRIAL|FRESHWATER,63702
China,CHN,Asia,Eastern Asia,Nicandra physalodes (L.) Gaertn.,Nicandra physalodes,(L.) Gaertn.,Solanaceae,Nicandra,Solanaceae,Nicandra,Accepted,Nicandra physalodes,Nicandra physalodes (L.) Gaertn.,Nicandra_physalodes,Nicandra_physalodes,5341754,INVASIVE,Nicandra physalodes (L.) Gaertn.,Nicandra physalodes (L.) Gaertn.,Nicandra physalodes (L.) Gaertn.,TERRESTRIAL,64321
China,CHN,Asia,Eastern Asia,Ochrosia elliptica Labill.,Ochrosia elliptica,Labill.,Apocynaceae,Ochrosia,Apocynaceae,Ochrosia,Accepted,Ochrosia elliptica,Ochrosia elliptica Labill.,Ochrosia_elliptica,Ochrosia_elliptica,3169645,INVASIVE,Ochrosia elliptica Labill.,Ochrosia elliptica Labill.,Ochrosia elliptica Labill.,TERRESTRIAL,65117
China,CHN,Asia,Eastern Asia,Oenothera curtiflora W.L.Wagner & Hoch,Oenothera curtiflora,W.L.Wagner & Hoch,Onagraceae,Oenothera,Onagraceae,Oenothera,Accepted,Oenothera curtiflora,Oenothera curtiflora W.L. Wagner & Hoch,Oenothera_curtiflora,Oenothera_curtiflora,3667406,INVASIVE,Gaura parviflora Douglas ex Hooker,Gaura parviflora Douglas ex Hooker,Gaura parviflora Douglas ex Hooker,TERRESTRIAL,43551
China,CHN,Asia,Eastern Asia,Oenothera drummondii Hook.,Oenothera drummondii,Hook.,Onagraceae,Oenothera,Onagraceae,Oenothera,Accepted,Oenothera drummondii,Oenothera drummondii Hook.,Oenothera_drummondii,Oenothera_drummondii,3188857,INVASIVE,Oenothera drummondii Hook.,Oenothera drummondii Hook.,Oenothera drummondii Hook.,TERRESTRIAL,65487
China,CHN,Asia,Eastern Asia,Oenothera glazioviana Micheli,Oenothera glazioviana,Micheli,Onagraceae,Oenothera,Onagraceae,Oenothera,Accepted,Oenothera glazioviana,Oenothera glazioviana Micheli,Oenothera_glazioviana,Oenothera_glazioviana,3188894,INVASIVE,Oenothera glazioviana Micheli,Oenothera glazioviana Micheli,Oenothera glazioviana Micheli,TERRESTRIAL,65535
China,CHN,Asia,Eastern Asia,Oenothera rosea Aiton,Oenothera rosea,Aiton,Onagraceae,Oenothera,Onagraceae,Oenothera,Accepted,Oenothera rosea,Oenothera rosea L'H¨¦r. ex Aiton,Oenothera_rosea,Oenothera_rosea,3188875,INVASIVE,Oenothera rosea Aiton,Oenothera rosea Aiton,Oenothera rosea Aiton,TERRESTRIAL,65731
China,CHN,Asia,Eastern Asia,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica,(L.) Mill.,Cactaceae,Opuntia,Cactaceae,Opuntia,Accepted,Opuntia ficus-indica,Opuntia ficus-indica (L.) Mill.,Opuntia_ficus-indica,Opuntia_ficus-indica,5384064,INVASIVE,Opuntia ficus-indica Mill.,Opuntia ficus-indica Mill.,Opuntia ficus-indica Mill.,TERRESTRIAL,66710
China,CHN,Asia,Eastern Asia,Opuntia monacantha (Willd.) Haw.,Opuntia monacantha,(Willd.) Haw.,Cactaceae,Opuntia,Cactaceae,Opuntia,Accepted,Opuntia monacantha,Opuntia monacantha (Willd.) Haw.,Opuntia_monacantha,Opuntia_monacantha,5384142,INVASIVE,Opuntia monacantha Haw.,Opuntia monacantha Haw.,Opuntia monacantha Haw.,TERRESTRIAL,66794
China,CHN,Asia,Eastern Asia,Oxalis debilis Kunth,Oxalis debilis,Kunth,Oxalidaceae,Oxalis,Oxalidaceae,Oxalis,Accepted,Oxalis debilis,Oxalis debilis Kunth,Oxalis_debilis,Oxalis_debilis,2891707,INVASIVE,Oxalis debilis Kunth,Oxalis corymbosa DC.,Oxalis corymbosa DC.,TERRESTRIAL,68096
China,CHN,Asia,Eastern Asia,Oxalis latifolia Kunth,Oxalis latifolia,Kunth,Oxalidaceae,Oxalis,Oxalidaceae,Oxalis,Accepted,Oxalis latifolia,Oxalis latifolia Kunth,Oxalis_latifolia,Oxalis_latifolia,2891755,INVASIVE,Oxalis latifolia Kunth,Oxalis latifolia Kunth,Oxalis latifolia Kunth,TERRESTRIAL,68195
China,CHN,Asia,Eastern Asia,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum,Michx.,Poaceae,Panicum,Poaceae,Panicum,Accepted,Panicum dichotomiflorum,Panicum dichotomiflorum Michx.,Panicum_dichotomiflorum,Panicum_dichotomiflorum,2705144,INVASIVE,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,TERRESTRIAL,68807
China,CHN,Asia,Eastern Asia,Panicum repens L.,Panicum repens,L.,Poaceae,Panicum,Poaceae,Panicum,Accepted,Panicum repens,Panicum repens L.,Panicum_repens,Panicum_repens,2705093,INVASIVE,Panicum repens L.,Panicum repens L.,Panicum repens L.,TERRESTRIAL,68971
China,CHN,Asia,Eastern Asia,Parapholis incurva (L.) C.E.Hubb.,Parapholis incurva,(L.) C.E.Hubb.,Poaceae,Parapholis,Poaceae,Parapholis,Accepted,Parapholis incurva,Parapholis incurva (L.) C.E.Hubb.,Parapholis_incurva,Parapholis_incurva,5290069,INVASIVE,Parapholis incurva (L.) C.E.Hubb.,Parapholis incurva (L.) C.E.Hubb.,Parapholis incurva (L.) C.E.Hubb.,TERRESTRIAL,69434
China,CHN,Asia,Eastern Asia,Parthenium hysterophorus L.,Parthenium hysterophorus,L.,Asteraceae,Parthenium,Compositae,Parthenium,Accepted,Parthenium hysterophorus,Parthenium hysterophorus L.,Parthenium_hysterophorus,Parthenium_hysterophorus,3086784,INVASIVE,Parthenium hysterophorus L.,Parthenium hysterophorus L.,Parthenium hysterophorus L.,TERRESTRIAL,69815
China,CHN,Asia,Eastern Asia,Paspalum conjugatum P.J.Bergius,Paspalum conjugatum,P.J.Bergius,Poaceae,Paspalum,Poaceae,Paspalum,Accepted,Paspalum conjugatum,Paspalum conjugatum P.J.Bergius,Paspalum_conjugatum,Paspalum_conjugatum,2705656,INVASIVE,Paspalum conjugatum P.J.Bergius,Paspalum conjugatum P.J.Bergius,Paspalum conjugatum P.J.Bergius,TERRESTRIAL,69977
China,CHN,Asia,Eastern Asia,Paspalum dilatatum Poir.,Paspalum dilatatum,Poir.,Poaceae,Paspalum,Poaceae,Paspalum,Accepted,Paspalum dilatatum,Paspalum dilatatum Poir.,Paspalum_dilatatum,Paspalum_dilatatum,2705565,INVASIVE,Paspalum dilatatum Poir.,Paspalum dilatatum Poir.,Paspalum dilatatum Poir.,TERRESTRIAL,70021
China,CHN,Asia,Eastern Asia,Paspalum distichum L.,Paspalum distichum,L.,Poaceae,Paspalum,Poaceae,Paspalum,Accepted,Paspalum distichum,Paspalum distichum L.,Paspalum_distichum,Paspalum_distichum,2705622,INVASIVE,Paspalum distichum L.,Paspalum distichum L.,Paspalum distichum L.,TERRESTRIAL,70072
China,CHN,Asia,Eastern Asia,Passiflora foetida L.,Passiflora foetida,L.,Passifloraceae,Passiflora,Passifloraceae,Passiflora,Accepted,Passiflora foetida,Passiflora foetida L.,Passiflora_foetida,Passiflora_foetida,2874211,INVASIVE,Passiflora foetida L.,Passiflora foetida L.,Passiflora foetida L.,TERRESTRIAL,70485
China,CHN,Asia,Eastern Asia,Passiflora suberosa L.,Passiflora suberosa,L.,Passifloraceae,Passiflora,Passifloraceae,Passiflora,Accepted,Passiflora suberosa,Passiflora suberosa L.,Passiflora_suberosa,Passiflora_suberosa,2874173,INVASIVE,Passiflora suberosa L.,Passiflora suberosa L.,Passiflora suberosa L.,TERRESTRIAL,70595
China,CHN,Asia,Eastern Asia,Peperomia pellucida (L.) Kunth,Peperomia pellucida,(L.) Kunth,Piperaceae,Peperomia,Piperaceae,Peperomia,Accepted,Peperomia pellucida,Peperomia pellucida (L.) Kunth,Peperomia_pellucida,Peperomia_pellucida,3086412,INVASIVE,Peperomia pellucida Kunth,Peperomia pellucida Kunth,Peperomia pellucida Kunth,TERRESTRIAL,71335
China,CHN,Asia,Eastern Asia,Phelipanche mutelii (F.W.Schultz) Pomel,Phelipanche mutelii,(F.W.Schultz) Pomel,Orobanchaceae,Phelipanche,NA,Phelipanche,Unresolved,Phelipanche mutelii,Phelipanche mutelii Pomel,Phelipanche_mutelii,Phelipanche_mutelii,7818825,INVASIVE,Phelipanche mutelii Pomel,Orobanche brassicae (Novopokr.) Novopokr.,Orobanche brassicae (Novopokr.) Novopokr.,TERRESTRIAL,67418
